dataset,source_split,role,base_video_id,source_group_id,source_video_id,target_video_id,study_label,manipulation,relative_source_path,source_label
FaceForensics++,train,development,570_624,570_624,570,624,1,Face2Face,Face2Face/570_624.mp4,
FaceForensics++,train,development,624_570,570_624,624,570,1,Face2Face,Face2Face/624_570.mp4,
FaceForensics++,train,development,570_624,570_624,570,624,1,FaceSwap,FaceSwap/570_624.mp4,
FaceForensics++,train,development,624_570,570_624,624,570,1,FaceSwap,FaceSwap/624_570.mp4,
FaceForensics++,train,development,570_624,570_624,570,624,1,NeuralTextures,NeuralTextures/570_624.mp4,
FaceForensics++,train,development,624_570,570_624,624,570,1,NeuralTextures,NeuralTextures/624_570.mp4,
FaceForensics++,train,development,581,581_697,581,,0,,original/581.mp4,
FaceForensics++,train,development,697,581_697,697,,0,,original/697.mp4,
FaceForensics++,train,development,581_697,581_697,581,697,1,DeepFakes,Deepfakes/581_697.mp4,
FaceForensics++,train,development,697_581,581_697,697,581,1,DeepFakes,Deepfakes/697_581.mp4,
FaceForensics++,train,development,581_697,581_697,581,697,1,Face2Face,Face2Face/581_697.mp4,
FaceForensics++,train,development,697_581,581_697,697,581,1,Face2Face,Face2Face/697_581.mp4,
FaceForensics++,train,development,581_697,581_697,581,697,1,FaceSwap,FaceSwap/581_697.mp4,
FaceForensics++,train,development,697_581,581_697,697,581,1,FaceSwap,FaceSwap/697_581.mp4,
FaceForensics++,train,development,581_697,581_697,581,697,1,NeuralTextures,NeuralTextures/581_697.mp4,
FaceForensics++,train,development,697_581,581_697,697,581,1,NeuralTextures,NeuralTextures/697_581.mp4,
FaceForensics++,train,development,610,610_692,610,,0,,original/610.mp4,
FaceForensics++,train,development,692,610_692,692,,0,,original/692.mp4,
FaceForensics++,train,development,610_692,610_692,610,692,1,DeepFakes,Deepfakes/610_692.mp4,
FaceForensics++,train,development,692_610,610_692,692,610,1,DeepFakes,Deepfakes/692_610.mp4,
FaceForensics++,train,development,610_692,610_692,610,692,1,Face2Face,Face2Face/610_692.mp4,
FaceForensics++,train,development,692_610,610_692,692,610,1,Face2Face,Face2Face/692_610.mp4,
FaceForensics++,train,development,610_692,610_692,610,692,1,FaceSwap,FaceSwap/610_692.mp4,
FaceForensics++,train,development,692_610,610_692,692,610,1,FaceSwap,FaceSwap/692_610.mp4,
FaceForensics++,train,development,610_692,610_692,610,692,1,NeuralTextures,NeuralTextures/610_692.mp4,
FaceForensics++,train,development,692_610,610_692,692,610,1,NeuralTextures,NeuralTextures/692_610.mp4,
FaceForensics++,train,development,651,651_835,651,,0,,original/651.mp4,
FaceForensics++,train,development,835,651_835,835,,0,,original/835.mp4,
FaceForensics++,train,development,651_835,651_835,651,835,1,DeepFakes,Deepfakes/651_835.mp4,
FaceForensics++,train,development,835_651,651_835,835,651,1,DeepFakes,Deepfakes/835_651.mp4,
FaceForensics++,train,development,651_835,651_835,651,835,1,Face2Face,Face2Face/651_835.mp4,
FaceForensics++,train,development,835_651,651_835,835,651,1,Face2Face,Face2Face/835_651.mp4,
FaceForensics++,train,development,651_835,651_835,651,835,1,FaceSwap,FaceSwap/651_835.mp4,
FaceForensics++,train,development,835_651,651_835,835,651,1,FaceSwap,FaceSwap/835_651.mp4,
FaceForensics++,train,development,651_835,651_835,651,835,1,NeuralTextures,NeuralTextures/651_835.mp4,
FaceForensics++,train,development,835_651,651_835,835,651,1,NeuralTextures,NeuralTextures/835_651.mp4,
FaceForensics++,train,development,671,671_677,671,,0,,original/671.mp4,
FaceForensics++,train,development,677,671_677,677,,0,,original/677.mp4,
FaceForensics++,train,development,671_677,671_677,671,677,1,DeepFakes,Deepfakes/671_677.mp4,
FaceForensics++,train,development,677_671,671_677,677,671,1,DeepFakes,Deepfakes/677_671.mp4,
FaceForensics++,train,development,671_677,671_677,671,677,1,Face2Face,Face2Face/671_677.mp4,
FaceForensics++,train,development,677_671,671_677,677,671,1,Face2Face,Face2Face/677_671.mp4,
FaceForensics++,train,development,671_677,671_677,671,677,1,FaceSwap,FaceSwap/671_677.mp4,
FaceForensics++,train,development,677_671,671_677,677,671,1,FaceSwap,FaceSwap/677_671.mp4,
FaceForensics++,train,development,671_677,671_677,671,677,1,NeuralTextures,NeuralTextures/671_677.mp4,
FaceForensics++,train,development,677_671,671_677,677,671,1,NeuralTextures,NeuralTextures/677_671.mp4,
FaceForensics++,train,development,674,674_744,674,,0,,original/674.mp4,
FaceForensics++,train,development,744,674_744,744,,0,,original/744.mp4,
FaceForensics++,train,development,674_744,674_744,674,744,1,DeepFakes,Deepfakes/674_744.mp4,
FaceForensics++,train,development,744_674,674_744,744,674,1,DeepFakes,Deepfakes/744_674.mp4,
FaceForensics++,train,development,674_744,674_744,674,744,1,Face2Face,Face2Face/674_744.mp4,
FaceForensics++,train,development,744_674,674_744,744,674,1,Face2Face,Face2Face/744_674.mp4,
FaceForensics++,train,development,674_744,674_744,674,744,1,FaceSwap,FaceSwap/674_744.mp4,
FaceForensics++,train,development,744_674,674_744,744,674,1,FaceSwap,FaceSwap/744_674.mp4,
FaceForensics++,train,development,674_744,674_744,674,744,1,NeuralTextures,NeuralTextures/674_744.mp4,
FaceForensics++,train,development,744_674,674_744,744,674,1,NeuralTextures,NeuralTextures/744_674.mp4,
FaceForensics++,train,development,712,712_716,712,,0,,original/712.mp4,
FaceForensics++,train,development,716,712_716,716,,0,,original/716.mp4,
FaceForensics++,train,development,712_716,712_716,712,716,1,DeepFakes,Deepfakes/712_716.mp4,
FaceForensics++,train,development,716_712,712_716,716,712,1,DeepFakes,Deepfakes/716_712.mp4,
FaceForensics++,train,development,712_716,712_716,712,716,1,Face2Face,Face2Face/712_716.mp4,
FaceForensics++,train,development,716_712,712_716,716,712,1,Face2Face,Face2Face/716_712.mp4,
FaceForensics++,train,development,712_716,712_716,712,716,1,FaceSwap,FaceSwap/712_716.mp4,
FaceForensics++,train,development,716_712,712_716,716,712,1,FaceSwap,FaceSwap/716_712.mp4,
FaceForensics++,train,development,712_716,712_716,712,716,1,NeuralTextures,NeuralTextures/712_716.mp4,
FaceForensics++,train,development,716_712,712_716,716,712,1,NeuralTextures,NeuralTextures/716_712.mp4,
FaceForensics++,train,development,733,733_935,733,,0,,original/733.mp4,
FaceForensics++,train,development,935,733_935,935,,0,,original/935.mp4,
FaceForensics++,train,development,733_935,733_935,733,935,1,DeepFakes,Deepfakes/733_935.mp4,
FaceForensics++,train,development,935_733,733_935,935,733,1,DeepFakes,Deepfakes/935_733.mp4,
FaceForensics++,train,development,733_935,733_935,733,935,1,Face2Face,Face2Face/733_935.mp4,
FaceForensics++,train,development,935_733,733_935,935,733,1,Face2Face,Face2Face/935_733.mp4,
FaceForensics++,train,development,733_935,733_935,733,935,1,FaceSwap,FaceSwap/733_935.mp4,
FaceForensics++,train,development,935_733,733_935,935,733,1,FaceSwap,FaceSwap/935_733.mp4,
FaceForensics++,train,development,733_935,733_935,733,935,1,NeuralTextures,NeuralTextures/733_935.mp4,
FaceForensics++,train,development,935_733,733_935,935,733,1,NeuralTextures,NeuralTextures/935_733.mp4,
FaceForensics++,train,development,753,753_789,753,,0,,original/753.mp4,
FaceForensics++,train,development,789,753_789,789,,0,,original/789.mp4,
FaceForensics++,train,development,753_789,753_789,753,789,1,DeepFakes,Deepfakes/753_789.mp4,
FaceForensics++,train,development,789_753,753_789,789,753,1,DeepFakes,Deepfakes/789_753.mp4,
FaceForensics++,train,development,753_789,753_789,753,789,1,Face2Face,Face2Face/753_789.mp4,
FaceForensics++,train,development,789_753,753_789,789,753,1,Face2Face,Face2Face/789_753.mp4,
FaceForensics++,train,development,753_789,753_789,753,789,1,FaceSwap,FaceSwap/753_789.mp4,
FaceForensics++,train,development,789_753,753_789,789,753,1,FaceSwap,FaceSwap/789_753.mp4,
FaceForensics++,train,development,753_789,753_789,753,789,1,NeuralTextures,NeuralTextures/753_789.mp4,
FaceForensics++,train,development,789_753,753_789,789,753,1,NeuralTextures,NeuralTextures/789_753.mp4,
FaceForensics++,train,development,763,763_930,763,,0,,original/763.mp4,
FaceForensics++,train,development,930,763_930,930,,0,,original/930.mp4,
FaceForensics++,train,development,763_930,763_930,763,930,1,DeepFakes,Deepfakes/763_930.mp4,
FaceForensics++,train,development,930_763,763_930,930,763,1,DeepFakes,Deepfakes/930_763.mp4,
FaceForensics++,train,development,763_930,763_930,763,930,1,Face2Face,Face2Face/763_930.mp4,
FaceForensics++,train,development,930_763,763_930,930,763,1,Face2Face,Face2Face/930_763.mp4,
FaceForensics++,train,development,763_930,763_930,763,930,1,FaceSwap,FaceSwap/763_930.mp4,
FaceForensics++,train,development,930_763,763_930,930,763,1,FaceSwap,FaceSwap/930_763.mp4,
FaceForensics++,train,development,763_930,763_930,763,930,1,NeuralTextures,NeuralTextures/763_930.mp4,
FaceForensics++,train,development,930_763,763_930,930,763,1,NeuralTextures,NeuralTextures/930_763.mp4,
FaceForensics++,train,development,795,795_907,795,,0,,original/795.mp4,
FaceForensics++,train,development,907,795_907,907,,0,,original/907.mp4,
FaceForensics++,train,development,795_907,795_907,795,907,1,DeepFakes,Deepfakes/795_907.mp4,
FaceForensics++,train,development,907_795,795_907,907,795,1,DeepFakes,Deepfakes/907_795.mp4,
FaceForensics++,train,development,795_907,795_907,795,907,1,Face2Face,Face2Face/795_907.mp4,
FaceForensics++,train,development,907_795,795_907,907,795,1,Face2Face,Face2Face/907_795.mp4,
FaceForensics++,train,development,795_907,795_907,795,907,1,FaceSwap,FaceSwap/795_907.mp4,
FaceForensics++,train,development,907_795,795_907,907,795,1,FaceSwap,FaceSwap/907_795.mp4,
FaceForensics++,train,development,795_907,795_907,795,907,1,NeuralTextures,NeuralTextures/795_907.mp4,
FaceForensics++,train,development,907_795,795_907,907,795,1,NeuralTextures,NeuralTextures/907_795.mp4,
FaceForensics++,train,development,802,802_885,802,,0,,original/802.mp4,
FaceForensics++,train,development,885,802_885,885,,0,,original/885.mp4,
FaceForensics++,train,development,802_885,802_885,802,885,1,DeepFakes,Deepfakes/802_885.mp4,
FaceForensics++,train,development,885_802,802_885,885,802,1,DeepFakes,Deepfakes/885_802.mp4,
FaceForensics++,train,development,802_885,802_885,802,885,1,Face2Face,Face2Face/802_885.mp4,
FaceForensics++,train,development,885_802,802_885,885,802,1,Face2Face,Face2Face/885_802.mp4,
FaceForensics++,train,development,802_885,802_885,802,885,1,FaceSwap,FaceSwap/802_885.mp4,
FaceForensics++,train,development,885_802,802_885,885,802,1,FaceSwap,FaceSwap/885_802.mp4,
FaceForensics++,train,development,802_885,802_885,802,885,1,NeuralTextures,NeuralTextures/802_885.mp4,
FaceForensics++,train,development,885_802,802_885,885,802,1,NeuralTextures,NeuralTextures/885_802.mp4,
FaceForensics++,train,development,828,828_830,828,,0,,original/828.mp4,
FaceForensics++,train,development,830,828_830,830,,0,,original/830.mp4,
FaceForensics++,train,development,828_830,828_830,828,830,1,DeepFakes,Deepfakes/828_830.mp4,
FaceForensics++,train,development,830_828,828_830,830,828,1,DeepFakes,Deepfakes/830_828.mp4,
FaceForensics++,train,development,828_830,828_830,828,830,1,Face2Face,Face2Face/828_830.mp4,
FaceForensics++,train,development,830_828,828_830,830,828,1,Face2Face,Face2Face/830_828.mp4,
FaceForensics++,train,development,828_830,828_830,828,830,1,FaceSwap,FaceSwap/828_830.mp4,
FaceForensics++,train,development,830_828,828_830,830,828,1,FaceSwap,FaceSwap/830_828.mp4,
FaceForensics++,train,development,828_830,828_830,828,830,1,NeuralTextures,NeuralTextures/828_830.mp4,
FaceForensics++,train,development,830_828,828_830,830,828,1,NeuralTextures,NeuralTextures/830_828.mp4,
FaceForensics++,train,development,845,845_846,845,,0,,original/845.mp4,
FaceForensics++,train,development,846,845_846,846,,0,,original/846.mp4,
FaceForensics++,train,development,845_846,845_846,845,846,1,DeepFakes,Deepfakes/845_846.mp4,
FaceForensics++,train,development,846_845,845_846,846,845,1,DeepFakes,Deepfakes/846_845.mp4,
FaceForensics++,train,development,845_846,845_846,845,846,1,Face2Face,Face2Face/845_846.mp4,
FaceForensics++,train,development,846_845,845_846,846,845,1,Face2Face,Face2Face/846_845.mp4,
FaceForensics++,train,development,845_846,845_846,845,846,1,FaceSwap,FaceSwap/845_846.mp4,
FaceForensics++,train,development,846_845,845_846,846,845,1,FaceSwap,FaceSwap/846_845.mp4,
FaceForensics++,train,development,845_846,845_846,845,846,1,NeuralTextures,NeuralTextures/845_846.mp4,
FaceForensics++,train,development,846_845,845_846,846,845,1,NeuralTextures,NeuralTextures/846_845.mp4,
FaceForensics++,train,development,872,872_873,872,,0,,original/872.mp4,
FaceForensics++,train,development,873,872_873,873,,0,,original/873.mp4,
FaceForensics++,train,development,872_873,872_873,872,873,1,DeepFakes,Deepfakes/872_873.mp4,
FaceForensics++,train,development,873_872,872_873,873,872,1,DeepFakes,Deepfakes/873_872.mp4,
FaceForensics++,train,development,872_873,872_873,872,873,1,Face2Face,Face2Face/872_873.mp4,
FaceForensics++,train,development,873_872,872_873,873,872,1,Face2Face,Face2Face/873_872.mp4,
FaceForensics++,train,development,872_873,872_873,872,873,1,FaceSwap,FaceSwap/872_873.mp4,
FaceForensics++,train,development,873_872,872_873,873,872,1,FaceSwap,FaceSwap/873_872.mp4,
FaceForensics++,train,development,872_873,872_873,872,873,1,NeuralTextures,NeuralTextures/872_873.mp4,
FaceForensics++,train,development,873_872,872_873,873,872,1,NeuralTextures,NeuralTextures/873_872.mp4,
FaceForensics++,train,development,876,876_891,876,,0,,original/876.mp4,
FaceForensics++,train,development,891,876_891,891,,0,,original/891.mp4,
FaceForensics++,train,development,876_891,876_891,876,891,1,DeepFakes,Deepfakes/876_891.mp4,
FaceForensics++,train,development,891_876,876_891,891,876,1,DeepFakes,Deepfakes/891_876.mp4,
FaceForensics++,train,development,876_891,876_891,876,891,1,Face2Face,Face2Face/876_891.mp4,
FaceForensics++,train,development,891_876,876_891,891,876,1,Face2Face,Face2Face/891_876.mp4,
FaceForensics++,train,development,876_891,876_891,876,891,1,FaceSwap,FaceSwap/876_891.mp4,
FaceForensics++,train,development,891_876,876_891,891,876,1,FaceSwap,FaceSwap/891_876.mp4,
FaceForensics++,train,development,876_891,876_891,876,891,1,NeuralTextures,NeuralTextures/876_891.mp4,
FaceForensics++,train,development,891_876,876_891,891,876,1,NeuralTextures,NeuralTextures/891_876.mp4,
FaceForensics++,train,development,882,882_952,882,,0,,original/882.mp4,
FaceForensics++,train,development,952,882_952,952,,0,,original/952.mp4,
FaceForensics++,train,development,882_952,882_952,882,952,1,DeepFakes,Deepfakes/882_952.mp4,
FaceForensics++,train,development,952_882,882_952,952,882,1,DeepFakes,Deepfakes/952_882.mp4,
FaceForensics++,train,development,882_952,882_952,882,952,1,Face2Face,Face2Face/882_952.mp4,
FaceForensics++,train,development,952_882,882_952,952,882,1,Face2Face,Face2Face/952_882.mp4,
FaceForensics++,train,development,882_952,882_952,882,952,1,FaceSwap,FaceSwap/882_952.mp4,
FaceForensics++,train,development,952_882,882_952,952,882,1,FaceSwap,FaceSwap/952_882.mp4,
FaceForensics++,train,development,882_952,882_952,882,952,1,NeuralTextures,NeuralTextures/882_952.mp4,
FaceForensics++,train,development,952_882,882_952,952,882,1,NeuralTextures,NeuralTextures/952_882.mp4,
FaceForensics++,train,development,910,910_911,910,,0,,original/910.mp4,
FaceForensics++,train,development,911,910_911,911,,0,,original/911.mp4,
FaceForensics++,train,development,910_911,910_911,910,911,1,DeepFakes,Deepfakes/910_911.mp4,
FaceForensics++,train,development,911_910,910_911,911,910,1,DeepFakes,Deepfakes/911_910.mp4,
FaceForensics++,train,development,910_911,910_911,910,911,1,Face2Face,Face2Face/910_911.mp4,
FaceForensics++,train,development,911_910,910_911,911,910,1,Face2Face,Face2Face/911_910.mp4,
FaceForensics++,train,development,910_911,910_911,910,911,1,FaceSwap,FaceSwap/910_911.mp4,
FaceForensics++,train,development,911_910,910_911,911,910,1,FaceSwap,FaceSwap/911_910.mp4,
FaceForensics++,train,development,910_911,910_911,910,911,1,NeuralTextures,NeuralTextures/910_911.mp4,
FaceForensics++,train,development,911_910,910_911,911,910,1,NeuralTextures,NeuralTextures/911_910.mp4,
FaceForensics++,train,development,929,929_962,929,,0,,original/929.mp4,
FaceForensics++,train,development,962,929_962,962,,0,,original/962.mp4,
FaceForensics++,train,development,929_962,929_962,929,962,1,DeepFakes,Deepfakes/929_962.mp4,
FaceForensics++,train,development,962_929,929_962,962,929,1,DeepFakes,Deepfakes/962_929.mp4,
FaceForensics++,train,development,929_962,929_962,929,962,1,Face2Face,Face2Face/929_962.mp4,
FaceForensics++,train,development,962_929,929_962,962,929,1,Face2Face,Face2Face/962_929.mp4,
FaceForensics++,train,development,929_962,929_962,929,962,1,FaceSwap,FaceSwap/929_962.mp4,
FaceForensics++,train,development,962_929,929_962,962,929,1,FaceSwap,FaceSwap/962_929.mp4,
FaceForensics++,train,development,929_962,929_962,929,962,1,NeuralTextures,NeuralTextures/929_962.mp4,
FaceForensics++,train,development,962_929,929_962,962,929,1,NeuralTextures,NeuralTextures/962_929.mp4,
FaceForensics++,train,development,931,931_936,931,,0,,original/931.mp4,
FaceForensics++,train,development,936,931_936,936,,0,,original/936.mp4,
FaceForensics++,train,development,931_936,931_936,931,936,1,DeepFakes,Deepfakes/931_936.mp4,
FaceForensics++,train,development,936_931,931_936,936,931,1,DeepFakes,Deepfakes/936_931.mp4,
FaceForensics++,train,development,931_936,931_936,931,936,1,Face2Face,Face2Face/931_936.mp4,
FaceForensics++,train,development,936_931,931_936,936,931,1,Face2Face,Face2Face/936_931.mp4,
FaceForensics++,train,development,931_936,931_936,931,936,1,FaceSwap,FaceSwap/931_936.mp4,
FaceForensics++,train,development,936_931,931_936,936,931,1,FaceSwap,FaceSwap/936_931.mp4,
FaceForensics++,train,development,931_936,931_936,931,936,1,NeuralTextures,NeuralTextures/931_936.mp4,
FaceForensics++,train,development,936_931,931_936,936,931,1,NeuralTextures,NeuralTextures/936_931.mp4,
FaceForensics++,train,development,981,981_985,981,,0,,original/981.mp4,
FaceForensics++,train,development,985,981_985,985,,0,,original/985.mp4,
FaceForensics++,train,development,981_985,981_985,981,985,1,DeepFakes,Deepfakes/981_985.mp4,
FaceForensics++,train,development,985_981,981_985,985,981,1,DeepFakes,Deepfakes/985_981.mp4,
FaceForensics++,train,development,981_985,981_985,981,985,1,Face2Face,Face2Face/981_985.mp4,
FaceForensics++,train,development,985_981,981_985,985,981,1,Face2Face,Face2Face/985_981.mp4,
FaceForensics++,train,development,981_985,981_985,981,985,1,FaceSwap,FaceSwap/981_985.mp4,
FaceForensics++,train,development,985_981,981_985,985,981,1,FaceSwap,FaceSwap/985_981.mp4,
FaceForensics++,train,development,981_985,981_985,981,985,1,NeuralTextures,NeuralTextures/981_985.mp4,
FaceForensics++,train,development,985_981,981_985,985,981,1,NeuralTextures,NeuralTextures/985_981.mp4,
FaceForensics++,train,fit,001,001_870,001,,0,,original/001.mp4,
FaceForensics++,train,fit,870,001_870,870,,0,,original/870.mp4,
FaceForensics++,train,fit,001_870,001_870,001,870,1,DeepFakes,Deepfakes/001_870.mp4,
FaceForensics++,train,fit,870_001,001_870,870,001,1,DeepFakes,Deepfakes/870_001.mp4,
FaceForensics++,train,fit,001_870,001_870,001,870,1,Face2Face,Face2Face/001_870.mp4,
FaceForensics++,train,fit,870_001,001_870,870,001,1,Face2Face,Face2Face/870_001.mp4,
FaceForensics++,train,fit,001_870,001_870,001,870,1,FaceSwap,FaceSwap/001_870.mp4,
FaceForensics++,train,fit,870_001,001_870,870,001,1,FaceSwap,FaceSwap/870_001.mp4,
FaceForensics++,train,fit,001_870,001_870,001,870,1,NeuralTextures,NeuralTextures/001_870.mp4,
FaceForensics++,train,fit,870_001,001_870,870,001,1,NeuralTextures,NeuralTextures/870_001.mp4,
FaceForensics++,train,fit,005,005_010,005,,0,,original/005.mp4,
FaceForensics++,train,fit,010,005_010,010,,0,,original/010.mp4,
FaceForensics++,train,fit,005_010,005_010,005,010,1,DeepFakes,Deepfakes/005_010.mp4,
FaceForensics++,train,fit,010_005,005_010,010,005,1,DeepFakes,Deepfakes/010_005.mp4,
FaceForensics++,train,fit,005_010,005_010,005,010,1,Face2Face,Face2Face/005_010.mp4,
FaceForensics++,train,fit,010_005,005_010,010,005,1,Face2Face,Face2Face/010_005.mp4,
FaceForensics++,train,fit,005_010,005_010,005,010,1,FaceSwap,FaceSwap/005_010.mp4,
FaceForensics++,train,fit,010_005,005_010,010,005,1,FaceSwap,FaceSwap/010_005.mp4,
FaceForensics++,train,fit,005_010,005_010,005,010,1,NeuralTextures,NeuralTextures/005_010.mp4,
FaceForensics++,train,fit,010_005,005_010,010,005,1,NeuralTextures,NeuralTextures/010_005.mp4,
FaceForensics++,train,fit,007,007_132,007,,0,,original/007.mp4,
FaceForensics++,train,fit,132,007_132,132,,0,,original/132.mp4,
FaceForensics++,train,fit,007_132,007_132,007,132,1,DeepFakes,Deepfakes/007_132.mp4,
FaceForensics++,train,fit,132_007,007_132,132,007,1,DeepFakes,Deepfakes/132_007.mp4,
FaceForensics++,train,fit,007_132,007_132,007,132,1,Face2Face,Face2Face/007_132.mp4,
FaceForensics++,train,fit,132_007,007_132,132,007,1,Face2Face,Face2Face/132_007.mp4,
FaceForensics++,train,fit,007_132,007_132,007,132,1,FaceSwap,FaceSwap/007_132.mp4,
FaceForensics++,train,fit,132_007,007_132,132,007,1,FaceSwap,FaceSwap/132_007.mp4,
FaceForensics++,train,fit,007_132,007_132,007,132,1,NeuralTextures,NeuralTextures/007_132.mp4,
FaceForensics++,train,fit,132_007,007_132,132,007,1,NeuralTextures,NeuralTextures/132_007.mp4,
FaceForensics++,train,fit,008,008_990,008,,0,,original/008.mp4,
FaceForensics++,train,fit,990,008_990,990,,0,,original/990.mp4,
FaceForensics++,train,fit,008_990,008_990,008,990,1,DeepFakes,Deepfakes/008_990.mp4,
FaceForensics++,train,fit,990_008,008_990,990,008,1,DeepFakes,Deepfakes/990_008.mp4,
FaceForensics++,train,fit,008_990,008_990,008,990,1,Face2Face,Face2Face/008_990.mp4,
FaceForensics++,train,fit,990_008,008_990,990,008,1,Face2Face,Face2Face/990_008.mp4,
FaceForensics++,train,fit,008_990,008_990,008,990,1,FaceSwap,FaceSwap/008_990.mp4,
FaceForensics++,train,fit,990_008,008_990,990,008,1,FaceSwap,FaceSwap/990_008.mp4,
FaceForensics++,train,fit,008_990,008_990,008,990,1,NeuralTextures,NeuralTextures/008_990.mp4,
FaceForensics++,train,fit,990_008,008_990,990,008,1,NeuralTextures,NeuralTextures/990_008.mp4,
FaceForensics++,train,fit,009,009_027,009,,0,,original/009.mp4,
FaceForensics++,train,fit,027,009_027,027,,0,,original/027.mp4,
FaceForensics++,train,fit,009_027,009_027,009,027,1,DeepFakes,Deepfakes/009_027.mp4,
FaceForensics++,train,fit,027_009,009_027,027,009,1,DeepFakes,Deepfakes/027_009.mp4,
FaceForensics++,train,fit,009_027,009_027,009,027,1,Face2Face,Face2Face/009_027.mp4,
FaceForensics++,train,fit,027_009,009_027,027,009,1,Face2Face,Face2Face/027_009.mp4,
FaceForensics++,train,fit,009_027,009_027,009,027,1,FaceSwap,FaceSwap/009_027.mp4,
FaceForensics++,train,fit,027_009,009_027,027,009,1,FaceSwap,FaceSwap/027_009.mp4,
FaceForensics++,train,fit,009_027,009_027,009,027,1,NeuralTextures,NeuralTextures/009_027.mp4,
FaceForensics++,train,fit,027_009,009_027,027,009,1,NeuralTextures,NeuralTextures/027_009.mp4,
FaceForensics++,train,fit,011,011_805,011,,0,,original/011.mp4,
FaceForensics++,train,fit,805,011_805,805,,0,,original/805.mp4,
FaceForensics++,train,fit,011_805,011_805,011,805,1,DeepFakes,Deepfakes/011_805.mp4,
FaceForensics++,train,fit,805_011,011_805,805,011,1,DeepFakes,Deepfakes/805_011.mp4,
FaceForensics++,train,fit,011_805,011_805,011,805,1,Face2Face,Face2Face/011_805.mp4,
FaceForensics++,train,fit,805_011,011_805,805,011,1,Face2Face,Face2Face/805_011.mp4,
FaceForensics++,train,fit,011_805,011_805,011,805,1,FaceSwap,FaceSwap/011_805.mp4,
FaceForensics++,train,fit,805_011,011_805,805,011,1,FaceSwap,FaceSwap/805_011.mp4,
FaceForensics++,train,fit,011_805,011_805,011,805,1,NeuralTextures,NeuralTextures/011_805.mp4,
FaceForensics++,train,fit,805_011,011_805,805,011,1,NeuralTextures,NeuralTextures/805_011.mp4,
FaceForensics++,train,fit,013,013_883,013,,0,,original/013.mp4,
FaceForensics++,train,fit,883,013_883,883,,0,,original/883.mp4,
FaceForensics++,train,fit,013_883,013_883,013,883,1,DeepFakes,Deepfakes/013_883.mp4,
FaceForensics++,train,fit,883_013,013_883,883,013,1,DeepFakes,Deepfakes/883_013.mp4,
FaceForensics++,train,fit,013_883,013_883,013,883,1,Face2Face,Face2Face/013_883.mp4,
FaceForensics++,train,fit,883_013,013_883,883,013,1,Face2Face,Face2Face/883_013.mp4,
FaceForensics++,train,fit,013_883,013_883,013,883,1,FaceSwap,FaceSwap/013_883.mp4,
FaceForensics++,train,fit,883_013,013_883,883,013,1,FaceSwap,FaceSwap/883_013.mp4,
FaceForensics++,train,fit,013_883,013_883,013,883,1,NeuralTextures,NeuralTextures/013_883.mp4,
FaceForensics++,train,fit,883_013,013_883,883,013,1,NeuralTextures,NeuralTextures/883_013.mp4,
FaceForensics++,train,fit,014,014_790,014,,0,,original/014.mp4,
FaceForensics++,train,fit,790,014_790,790,,0,,original/790.mp4,
FaceForensics++,train,fit,014_790,014_790,014,790,1,DeepFakes,Deepfakes/014_790.mp4,
FaceForensics++,train,fit,790_014,014_790,790,014,1,DeepFakes,Deepfakes/790_014.mp4,
FaceForensics++,train,fit,014_790,014_790,014,790,1,Face2Face,Face2Face/014_790.mp4,
FaceForensics++,train,fit,790_014,014_790,790,014,1,Face2Face,Face2Face/790_014.mp4,
FaceForensics++,train,fit,014_790,014_790,014,790,1,FaceSwap,FaceSwap/014_790.mp4,
FaceForensics++,train,fit,790_014,014_790,790,014,1,FaceSwap,FaceSwap/790_014.mp4,
FaceForensics++,train,fit,014_790,014_790,014,790,1,NeuralTextures,NeuralTextures/014_790.mp4,
FaceForensics++,train,fit,790_014,014_790,790,014,1,NeuralTextures,NeuralTextures/790_014.mp4,
FaceForensics++,train,fit,021,021_312,021,,0,,original/021.mp4,
FaceForensics++,train,fit,312,021_312,312,,0,,original/312.mp4,
FaceForensics++,train,fit,021_312,021_312,021,312,1,DeepFakes,Deepfakes/021_312.mp4,
FaceForensics++,train,fit,312_021,021_312,312,021,1,DeepFakes,Deepfakes/312_021.mp4,
FaceForensics++,train,fit,021_312,021_312,021,312,1,Face2Face,Face2Face/021_312.mp4,
FaceForensics++,train,fit,312_021,021_312,312,021,1,Face2Face,Face2Face/312_021.mp4,
FaceForensics++,train,fit,021_312,021_312,021,312,1,FaceSwap,FaceSwap/021_312.mp4,
FaceForensics++,train,fit,312_021,021_312,312,021,1,FaceSwap,FaceSwap/312_021.mp4,
FaceForensics++,train,fit,021_312,021_312,021,312,1,NeuralTextures,NeuralTextures/021_312.mp4,
FaceForensics++,train,fit,312_021,021_312,312,021,1,NeuralTextures,NeuralTextures/312_021.mp4,
FaceForensics++,train,fit,022,022_489,022,,0,,original/022.mp4,
FaceForensics++,train,fit,489,022_489,489,,0,,original/489.mp4,
FaceForensics++,train,fit,022_489,022_489,022,489,1,DeepFakes,Deepfakes/022_489.mp4,
FaceForensics++,train,fit,489_022,022_489,489,022,1,DeepFakes,Deepfakes/489_022.mp4,
FaceForensics++,train,fit,022_489,022_489,022,489,1,Face2Face,Face2Face/022_489.mp4,
FaceForensics++,train,fit,489_022,022_489,489,022,1,Face2Face,Face2Face/489_022.mp4,
