view,adapter_dataset,execution_split,dataset,source_split,role,base_video_id,source_group_id,source_video_id,target_video_id,study_label,manipulation,relative_source_path,source_label
aggregate,FaceForensics++,train,FaceForensics++,train,fit,096,096_101,096,,0,,original/096.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,101,096_101,101,,0,,original/101.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,096_101,096_101,096,101,1,DeepFakes,Deepfakes/096_101.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,101_096,096_101,101,096,1,DeepFakes,Deepfakes/101_096.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,096_101,096_101,096,101,1,Face2Face,Face2Face/096_101.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,101_096,096_101,101,096,1,Face2Face,Face2Face/101_096.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,096_101,096_101,096,101,1,FaceSwap,FaceSwap/096_101.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,101_096,096_101,101,096,1,FaceSwap,FaceSwap/101_096.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,096_101,096_101,096,101,1,NeuralTextures,NeuralTextures/096_101.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,101_096,096_101,101,096,1,NeuralTextures,NeuralTextures/101_096.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,099,099_295,099,,0,,original/099.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,295,099_295,295,,0,,original/295.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,099_295,099_295,099,295,1,DeepFakes,Deepfakes/099_295.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,295_099,099_295,295,099,1,DeepFakes,Deepfakes/295_099.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,099_295,099_295,099,295,1,Face2Face,Face2Face/099_295.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,295_099,099_295,295,099,1,Face2Face,Face2Face/295_099.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,099_295,099_295,099,295,1,FaceSwap,FaceSwap/099_295.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,295_099,099_295,295,099,1,FaceSwap,FaceSwap/295_099.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,099_295,099_295,099,295,1,NeuralTextures,NeuralTextures/099_295.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,295_099,099_295,295,099,1,NeuralTextures,NeuralTextures/295_099.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,105,105_180,105,,0,,original/105.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,180,105_180,180,,0,,original/180.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,105_180,105_180,105,180,1,DeepFakes,Deepfakes/105_180.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,180_105,105_180,180,105,1,DeepFakes,Deepfakes/180_105.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,105_180,105_180,105,180,1,Face2Face,Face2Face/105_180.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,180_105,105_180,180,105,1,Face2Face,Face2Face/180_105.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,105_180,105_180,105,180,1,FaceSwap,FaceSwap/105_180.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,180_105,105_180,180,105,1,FaceSwap,FaceSwap/180_105.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,105_180,105_180,105,180,1,NeuralTextures,NeuralTextures/105_180.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,180_105,105_180,180,105,1,NeuralTextures,NeuralTextures/180_105.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,107,107_109,107,,0,,original/107.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,109,107_109,109,,0,,original/109.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,107_109,107_109,107,109,1,DeepFakes,Deepfakes/107_109.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,109_107,107_109,109,107,1,DeepFakes,Deepfakes/109_107.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,107_109,107_109,107,109,1,Face2Face,Face2Face/107_109.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,109_107,107_109,109,107,1,Face2Face,Face2Face/109_107.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,107_109,107_109,107,109,1,FaceSwap,FaceSwap/107_109.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,109_107,107_109,109,107,1,FaceSwap,FaceSwap/109_107.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,107_109,107_109,107,109,1,NeuralTextures,NeuralTextures/107_109.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,109_107,107_109,109,107,1,NeuralTextures,NeuralTextures/109_107.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,112,112_892,112,,0,,original/112.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,892,112_892,892,,0,,original/892.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,112_892,112_892,112,892,1,DeepFakes,Deepfakes/112_892.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,892_112,112_892,892,112,1,DeepFakes,Deepfakes/892_112.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,112_892,112_892,112,892,1,Face2Face,Face2Face/112_892.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,892_112,112_892,892,112,1,Face2Face,Face2Face/892_112.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,112_892,112_892,112,892,1,FaceSwap,FaceSwap/112_892.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,892_112,112_892,892,112,1,FaceSwap,FaceSwap/892_112.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,112_892,112_892,112,892,1,NeuralTextures,NeuralTextures/112_892.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,892_112,112_892,892,112,1,NeuralTextures,NeuralTextures/892_112.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,113,113_983,113,,0,,original/113.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,983,113_983,983,,0,,original/983.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,113_983,113_983,113,983,1,DeepFakes,Deepfakes/113_983.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,983_113,113_983,983,113,1,DeepFakes,Deepfakes/983_113.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,113_983,113_983,113,983,1,Face2Face,Face2Face/113_983.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,983_113,113_983,983,113,1,Face2Face,Face2Face/983_113.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,113_983,113_983,113,983,1,FaceSwap,FaceSwap/113_983.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,983_113,113_983,983,113,1,FaceSwap,FaceSwap/983_113.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,113_983,113_983,113,983,1,NeuralTextures,NeuralTextures/113_983.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,983_113,113_983,983,113,1,NeuralTextures,NeuralTextures/983_113.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,118,118_120,118,,0,,original/118.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,120,118_120,120,,0,,original/120.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,118_120,118_120,118,120,1,DeepFakes,Deepfakes/118_120.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,120_118,118_120,120,118,1,DeepFakes,Deepfakes/120_118.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,118_120,118_120,118,120,1,Face2Face,Face2Face/118_120.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,120_118,118_120,120,118,1,Face2Face,Face2Face/120_118.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,118_120,118_120,118,120,1,FaceSwap,FaceSwap/118_120.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,120_118,118_120,120,118,1,FaceSwap,FaceSwap/120_118.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,118_120,118_120,118,120,1,NeuralTextures,NeuralTextures/118_120.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,120_118,118_120,120,118,1,NeuralTextures,NeuralTextures/120_118.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,119,119_123,119,,0,,original/119.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,123,119_123,123,,0,,original/123.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,119_123,119_123,119,123,1,DeepFakes,Deepfakes/119_123.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,123_119,119_123,123,119,1,DeepFakes,Deepfakes/123_119.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,119_123,119_123,119,123,1,Face2Face,Face2Face/119_123.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,123_119,119_123,123,119,1,Face2Face,Face2Face/123_119.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,119_123,119_123,119,123,1,FaceSwap,FaceSwap/119_123.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,123_119,119_123,123,119,1,FaceSwap,FaceSwap/123_119.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,119_123,119_123,119,123,1,NeuralTextures,NeuralTextures/119_123.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,123_119,119_123,123,119,1,NeuralTextures,NeuralTextures/123_119.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,122,122_144,122,,0,,original/122.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,144,122_144,144,,0,,original/144.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,122_144,122_144,122,144,1,DeepFakes,Deepfakes/122_144.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,144_122,122_144,144,122,1,DeepFakes,Deepfakes/144_122.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,122_144,122_144,122,144,1,Face2Face,Face2Face/122_144.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,144_122,122_144,144,122,1,Face2Face,Face2Face/144_122.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,122_144,122_144,122,144,1,FaceSwap,FaceSwap/122_144.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,144_122,122_144,144,122,1,FaceSwap,FaceSwap/144_122.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,122_144,122_144,122,144,1,NeuralTextures,NeuralTextures/122_144.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,144_122,122_144,144,122,1,NeuralTextures,NeuralTextures/144_122.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,127,127_129,127,,0,,original/127.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,129,127_129,129,,0,,original/129.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,127_129,127_129,127,129,1,DeepFakes,Deepfakes/127_129.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,129_127,127_129,129,127,1,DeepFakes,Deepfakes/129_127.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,127_129,127_129,127,129,1,Face2Face,Face2Face/127_129.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,129_127,127_129,129,127,1,Face2Face,Face2Face/129_127.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,127_129,127_129,127,129,1,FaceSwap,FaceSwap/127_129.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,129_127,127_129,129,127,1,FaceSwap,FaceSwap/129_127.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,127_129,127_129,127,129,1,NeuralTextures,NeuralTextures/127_129.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,129_127,127_129,129,127,1,NeuralTextures,NeuralTextures/129_127.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,130,130_139,130,,0,,original/130.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,139,130_139,139,,0,,original/139.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,130_139,130_139,130,139,1,DeepFakes,Deepfakes/130_139.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,139_130,130_139,139,130,1,DeepFakes,Deepfakes/139_130.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,130_139,130_139,130,139,1,Face2Face,Face2Face/130_139.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,139_130,130_139,139,130,1,Face2Face,Face2Face/139_130.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,130_139,130_139,130,139,1,FaceSwap,FaceSwap/130_139.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,139_130,130_139,139,130,1,FaceSwap,FaceSwap/139_130.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,130_139,130_139,130,139,1,NeuralTextures,NeuralTextures/130_139.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,139_130,130_139,139,130,1,NeuralTextures,NeuralTextures/139_130.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,131,131_518,131,,0,,original/131.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,518,131_518,518,,0,,original/518.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,131_518,131_518,131,518,1,DeepFakes,Deepfakes/131_518.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,518_131,131_518,518,131,1,DeepFakes,Deepfakes/518_131.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,131_518,131_518,131,518,1,Face2Face,Face2Face/131_518.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,518_131,131_518,518,131,1,Face2Face,Face2Face/518_131.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,131_518,131_518,131,518,1,FaceSwap,FaceSwap/131_518.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,518_131,131_518,518,131,1,FaceSwap,FaceSwap/518_131.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,131_518,131_518,131,518,1,NeuralTextures,NeuralTextures/131_518.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,518_131,131_518,518,131,1,NeuralTextures,NeuralTextures/518_131.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,133,133_148,133,,0,,original/133.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,148,133_148,148,,0,,original/148.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,133_148,133_148,133,148,1,DeepFakes,Deepfakes/133_148.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,148_133,133_148,148,133,1,DeepFakes,Deepfakes/148_133.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,133_148,133_148,133,148,1,Face2Face,Face2Face/133_148.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,148_133,133_148,148,133,1,Face2Face,Face2Face/148_133.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,133_148,133_148,133,148,1,FaceSwap,FaceSwap/133_148.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,148_133,133_148,148,133,1,FaceSwap,FaceSwap/148_133.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,133_148,133_148,133,148,1,NeuralTextures,NeuralTextures/133_148.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,148_133,133_148,148,133,1,NeuralTextures,NeuralTextures/148_133.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,137,137_165,137,,0,,original/137.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,165,137_165,165,,0,,original/165.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,137_165,137_165,137,165,1,DeepFakes,Deepfakes/137_165.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,165_137,137_165,165,137,1,DeepFakes,Deepfakes/165_137.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,137_165,137_165,137,165,1,Face2Face,Face2Face/137_165.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,165_137,137_165,165,137,1,Face2Face,Face2Face/165_137.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,137_165,137_165,137,165,1,FaceSwap,FaceSwap/137_165.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,165_137,137_165,165,137,1,FaceSwap,FaceSwap/165_137.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,137_165,137_165,137,165,1,NeuralTextures,NeuralTextures/137_165.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,165_137,137_165,165,137,1,NeuralTextures,NeuralTextures/165_137.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,146,146_256,146,,0,,original/146.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,256,146_256,256,,0,,original/256.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,146_256,146_256,146,256,1,DeepFakes,Deepfakes/146_256.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,256_146,146_256,256,146,1,DeepFakes,Deepfakes/256_146.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,146_256,146_256,146,256,1,Face2Face,Face2Face/146_256.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,256_146,146_256,256,146,1,Face2Face,Face2Face/256_146.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,146_256,146_256,146,256,1,FaceSwap,FaceSwap/146_256.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,256_146,146_256,256,146,1,FaceSwap,FaceSwap/256_146.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,146_256,146_256,146,256,1,NeuralTextures,NeuralTextures/146_256.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,256_146,146_256,256,146,1,NeuralTextures,NeuralTextures/256_146.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,149,149_152,149,,0,,original/149.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,152,149_152,152,,0,,original/152.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,149_152,149_152,149,152,1,DeepFakes,Deepfakes/149_152.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,152_149,149_152,152,149,1,DeepFakes,Deepfakes/152_149.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,149_152,149_152,149,152,1,Face2Face,Face2Face/149_152.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,152_149,149_152,152,149,1,Face2Face,Face2Face/152_149.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,149_152,149_152,149,152,1,FaceSwap,FaceSwap/149_152.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,152_149,149_152,152,149,1,FaceSwap,FaceSwap/152_149.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,149_152,149_152,149,152,1,NeuralTextures,NeuralTextures/149_152.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,152_149,149_152,152,149,1,NeuralTextures,NeuralTextures/152_149.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,150,150_153,150,,0,,original/150.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,153,150_153,153,,0,,original/153.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,150_153,150_153,150,153,1,DeepFakes,Deepfakes/150_153.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,153_150,150_153,153,150,1,DeepFakes,Deepfakes/153_150.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,150_153,150_153,150,153,1,Face2Face,Face2Face/150_153.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,153_150,150_153,153,150,1,Face2Face,Face2Face/153_150.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,150_153,150_153,150,153,1,FaceSwap,FaceSwap/150_153.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,153_150,150_153,153,150,1,FaceSwap,FaceSwap/153_150.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,150_153,150_153,150,153,1,NeuralTextures,NeuralTextures/150_153.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,153_150,150_153,153,150,1,NeuralTextures,NeuralTextures/153_150.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,151,151_225,151,,0,,original/151.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,225,151_225,225,,0,,original/225.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,151_225,151_225,151,225,1,DeepFakes,Deepfakes/151_225.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,225_151,151_225,225,151,1,DeepFakes,Deepfakes/225_151.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,151_225,151_225,151,225,1,Face2Face,Face2Face/151_225.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,225_151,151_225,225,151,1,Face2Face,Face2Face/225_151.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,151_225,151_225,151,225,1,FaceSwap,FaceSwap/151_225.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,225_151,151_225,225,151,1,FaceSwap,FaceSwap/225_151.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,151_225,151_225,151,225,1,NeuralTextures,NeuralTextures/151_225.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,225_151,151_225,225,151,1,NeuralTextures,NeuralTextures/225_151.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,155,155_576,155,,0,,original/155.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,576,155_576,576,,0,,original/576.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,155_576,155_576,155,576,1,DeepFakes,Deepfakes/155_576.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,576_155,155_576,576,155,1,DeepFakes,Deepfakes/576_155.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,155_576,155_576,155,576,1,Face2Face,Face2Face/155_576.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,576_155,155_576,576,155,1,Face2Face,Face2Face/576_155.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,155_576,155_576,155,576,1,FaceSwap,FaceSwap/155_576.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,576_155,155_576,576,155,1,FaceSwap,FaceSwap/576_155.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,155_576,155_576,155,576,1,NeuralTextures,NeuralTextures/155_576.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,576_155,155_576,576,155,1,NeuralTextures,NeuralTextures/576_155.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,156,156_243,156,,0,,original/156.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,243,156_243,243,,0,,original/243.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,156_243,156_243,156,243,1,DeepFakes,Deepfakes/156_243.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,243_156,156_243,243,156,1,DeepFakes,Deepfakes/243_156.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,156_243,156_243,156,243,1,Face2Face,Face2Face/156_243.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,243_156,156_243,243,156,1,Face2Face,Face2Face/243_156.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,156_243,156_243,156,243,1,FaceSwap,FaceSwap/156_243.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,243_156,156_243,243,156,1,FaceSwap,FaceSwap/243_156.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,156_243,156_243,156,243,1,NeuralTextures,NeuralTextures/156_243.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,243_156,156_243,243,156,1,NeuralTextures,NeuralTextures/243_156.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,160,160_928,160,,0,,original/160.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,928,160_928,928,,0,,original/928.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,160_928,160_928,160,928,1,DeepFakes,Deepfakes/160_928.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,928_160,160_928,928,160,1,DeepFakes,Deepfakes/928_160.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,160_928,160_928,160,928,1,Face2Face,Face2Face/160_928.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,928_160,160_928,928,160,1,Face2Face,Face2Face/928_160.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,160_928,160_928,160,928,1,FaceSwap,FaceSwap/160_928.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,928_160,160_928,928,160,1,FaceSwap,FaceSwap/928_160.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,160_928,160_928,160,928,1,NeuralTextures,NeuralTextures/160_928.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,928_160,160_928,928,160,1,NeuralTextures,NeuralTextures/928_160.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,164,164_216,164,,0,,original/164.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,216,164_216,216,,0,,original/216.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,164_216,164_216,164,216,1,DeepFakes,Deepfakes/164_216.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,216_164,164_216,216,164,1,DeepFakes,Deepfakes/216_164.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,164_216,164_216,164,216,1,Face2Face,Face2Face/164_216.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,216_164,164_216,216,164,1,Face2Face,Face2Face/216_164.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,164_216,164_216,164,216,1,FaceSwap,FaceSwap/164_216.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,216_164,164_216,216,164,1,FaceSwap,FaceSwap/216_164.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,164_216,164_216,164,216,1,NeuralTextures,NeuralTextures/164_216.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,216_164,164_216,216,164,1,NeuralTextures,NeuralTextures/216_164.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,171,171_173,171,,0,,original/171.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,173,171_173,173,,0,,original/173.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,171_173,171_173,171,173,1,DeepFakes,Deepfakes/171_173.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,173_171,171_173,173,171,1,DeepFakes,Deepfakes/173_171.mp4,
aggregate,FaceForensics++,train,FaceForensics++,train,fit,171_173,171_173,171,173,1,Face2Face,Face2Face/171_173.mp4,
